Scopus Source ID,Title,CiteScore,Percentile,"Citation
Count","Scholarly
Output","Percent
Cited",SNIP,SJR,RANK,"Rank
Out Of",Publisher,Type,Open Access,Scopus ASJC Code,Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus Source ID.1,Print ISSN,E-ISSN
23087,Algorithmica,1.42,47,596,420,58,1.354,0.667,296,567,Springer New York,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/23087,1784617,14320541
23453,Combinatorial Chemistry and High Throughput Screening,1.26,44,366,290,50,0.434,0.367,315,567,Bentham Science Publishers B.V.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/23453,13862073,
23604,Computer Methods and Programs in Biomedicine,3.98,84,2597,652,80,1.705,0.753,90,567,Elsevier Ireland Ltd,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/23604,1692607,
23671,Speech Communication,2.62,72,673,257,72,1.4,0.513,159,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/23671,1676393,
23706,Journal of Biomedical Informatics,3.95,83,2555,647,83,1.689,1.023,95,567,Academic Press Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/23706,15320464,15320480
23871,Journal of Cryptology,2.28,65,185,81,75,1.434,0.437,195,567,Springer New York,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/23871,9332790,14321378
24201,Expert Systems with Applications,6.36,94,13082,2056,91,2.696,1.19,31,567,Elsevier Ltd,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/24201,9574174,
24208,Genetic Programming and Evolvable Machines,2.0,60,136,68,65,0.894,0.302,224,567,Springer New York,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/24208,13892576,15737632
24222,Scientometrics,2.92,75,3201,1097,76,1.439,1.113,140,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24222,1389130,15882861
24364,"Computers, Materials and Continua",1.99,60,177,89,52,0.915,0.249,226,567,Tech Science Press,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/24364,15462218,15462226
24407,Computing (Vienna/New York),2.56,71,456,178,62,1.361,0.416,164,567,Springer-Verlag Wien,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/24407,0010485X,14365057
24501,Computational Geosciences,2.93,75,686,234,77,1.305,0.746,138,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24501,14200597,
24593,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,2.52,70,633,251,73,1.73,1.014,167,567,Elsevier Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/24593,3645916,
24595,Chemometrics and Intelligent Laboratory Systems,3.39,79,2177,642,80,1.472,0.742,114,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24595,1697439,
24600,Computers and Chemical Engineering,3.98,84,3161,795,83,1.562,0.932,90,567,Elsevier BV,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24600,981354,
24619,Journal of Computer-Aided Molecular Design,2.93,75,784,268,78,0.805,0.792,138,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24619,0920654X,15734951
24623,Journal of Theoretical and Computational Chemistry,0.71,26,153,214,37,0.304,0.193,417,567,World Scientific Publishing Co. Pte Ltd,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/24623,2196336,
24756,Match,2.05,61,534,261,76,1.29,1.046,218,567,"University of Kragujevac, Faculty of Science",Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/24756,3406253,
24807,Neurocomputing,5.0,89,20625,4128,86,1.779,0.996,61,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/24807,9252312,
24927,Dynamical Systems,0.74,27,75,101,39,0.685,0.389,411,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/24927,14689367,
24932,Automatisierungstechnik,0.6,20,163,270,27,0.532,0.211,451,567,Walter de Gruyter GmbH,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/24932,1782312,
25022,IEEE Pervasive Computing,2.77,74,462,167,62,1.565,0.474,147,567,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25022,15361268,
25040,INFORMS Journal on Computing,2.39,68,358,150,69,1.487,1.685,178,567,INFORMS Institute for Operations Research and the Management Sciences,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25040,10919856,15265528
25053,IT Professional,1.8,56,379,211,56,1.028,0.382,249,567,IEEE Computer Society,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25053,15209202,
25397,Dianli Xitong Zidonghua/Automation of Electric Power Systems,2.7,73,4913,1819,73,1.123,0.826,151,567,Automation of Electric Power Systems Press,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25397,10001026,
25479,"International Journal of Control, Automation and Systems",2.64,72,1610,609,77,1.015,0.51,156,567,"Institute of Control, Robotics and Systems",Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25479,15986446,
25495,Journal Europeen des Systemes Automatises,0.22,5,15,69,14,0.353,0.111,536,567,Lavoisier,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/25495,12696935,
25507,Informatica (Slovenia),0.56,18,83,149,38,0.372,0.138,462,567,Slovene Society Informatika,Journal,YES,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/25507,3505596,
25509,Information and Computation,1.36,46,367,269,54,1.094,0.584,303,567,Elsevier Inc.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/25509,8905401,10902651
25531,IEEE Multimedia,2.21,64,316,143,54,1.12,0.335,199,567,IEEE Computer Society,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25531,1070986X,
25612,International Journal of Computerized Dentistry,1.38,47,112,81,49,0.919,0.673,301,567,Quintessenz Verlags GmbH,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/25612,14634201,
25631,New Review of Hypermedia and Multimedia,1.63,52,83,51,61,0.713,0.46,269,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/25631,13614568,17407842
25710,Numerical Functional Analysis and Optimization,1.0,36,259,259,45,0.888,0.482,359,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/25710,1630563,
25862,"Designs, Codes, and Cryptography",1.42,47,574,403,57,1.315,0.743,296,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/25862,9251022,15737586
25879,International Journal of Molecular Sciences,4.32,86,28829,6667,87,1.224,1.312,79,567,Multidisciplinary Digital Publishing Institute,Journal,YES,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/25879,14220067,
25978,Journal of Electronic Imaging,1.26,44,870,691,56,0.624,0.241,315,567,SPIE,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/25978,10179909,
2600147402,Ethics and Information Technology,2.55,70,189,74,61,1.754,0.591,165,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/2600147402,13881957,
26004,IEEE Circuits and Systems Magazine,4.93,88,271,55,64,2.286,0.743,63,567,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/26004,1531636X,
26132,Journal of Computer Science and Technology,1.71,53,504,295,61,0.968,0.292,263,567,Springer New York,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/26132,10009000,18604749
26183,Journal of Computer Assisted Learning,4.11,84,580,141,78,2.267,1.382,86,567,Wiley-Blackwell Publishing Ltd,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/26183,2664909,13652729
26540,Computer Music Journal,0.68,24,60,88,33,1.215,0.236,427,567,MIT Press Journals,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/26540,1489267,15315169
26621,"Journal of Electronic Packaging, Transactions of the ASME",2.32,66,362,156,69,1.064,0.468,190,567,American Society of Mechanical Engineers(ASME),Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/26621,10437398,15289044
26644,Concurrent Engineering Research and Applications,1.79,55,154,86,69,1.225,0.549,250,567,SAGE Publications Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/26644,1063293X,
26693,International Journal for Engineering Modelling,0.4,11,6,15,20,0.057,0.135,500,567,University of Split,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/26693,13301365,
26801,Computational Linguistics,3.44,80,258,75,71,3.793,0.455,111,567,MIT Press Journals,Journal,YES,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/26801,8912017,15309312
26941,Theory and Decision,0.74,27,132,179,41,0.636,0.929,411,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/26941,405833,15737187
26985,Kinetics and Catalysis,1.02,37,313,306,53,0.664,0.3,354,567,Pleiades Publishing,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/26985,231584,16083210
27187,Journal of Visual Languages and Computing,1.62,52,199,123,57,1.021,0.231,271,567,Academic Press Inc.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/27187,1045926X,10958533
27188,Language Learning and Technology,3.11,77,358,115,71,1.932,1.338,127,567,University of Hawaii Press,Journal,YES,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/27188,10943501,
27237,IEEE/ACM Transactions on Networking,4.9,88,3459,706,85,2.161,1.009,64,567,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/27237,10636692,
27277,Journal of Network and Computer Applications,6.54,95,4673,714,87,2.487,0.903,27,567,Academic Press Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/27277,10848045,10958592
27676,Journal of Advanced Manufacturing Systems,1.24,43,68,55,58,1.051,0.263,322,567,World Scientific Publishing Co. Pte Ltd,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/27676,2196867,
27686,Xi'an Dianzi Keji Daxue Xuebao/Journal of Xidian University,0.48,15,275,577,35,0.337,0.181,479,567,Science Press,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/27686,10012400,
27728,Digital Investigation,2.88,74,524,182,73,1.985,0.543,144,567,Elsevier Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/27728,17422876,
27871,Concurrency Computation Practice and Experience,1.59,51,1593,1002,57,0.851,0.313,276,567,John Wiley and Sons Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/27871,15320626,15320634
27873,Cutter IT Journal,0.05,1,8,172,5,0.006,0.1,561,567,Cutter Consortium,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/27873,15227383,
28077,International Journal of Modern Physics C,1.09,38,490,451,50,0.521,0.302,347,567,World Scientific Publishing Co. Pte Ltd,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28077,1291831,
28347,Journal of Graph Algorithms and Applications,1.14,41,122,107,55,1.165,0.486,334,567,Brown University,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28347,15261719,
28454,COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,0.88,32,356,404,50,0.731,0.268,380,567,Emerald Group Publishing Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28454,3321649,
28456,Computational Geometry: Theory and Applications,0.91,33,122,134,51,1.101,0.492,376,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28456,9257721,
28494,International Journal of Computer Mathematics,1.24,43,568,458,54,0.837,0.447,322,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28494,207160,
28497,Inverse Problems,2.12,63,918,432,69,1.311,1.046,206,567,IOP Publishing Ltd.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/28497,2665611,
28499,Journal of Combinatorial Optimization,1.01,37,487,480,52,0.898,0.515,357,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28499,13826905,15732886
28511,Mathematical and Computer Modelling of Dynamical Systems,1.08,38,105,97,57,0.79,0.292,350,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28511,13873954,
28642,CMES - Computer Modeling in Engineering and Sciences,1.02,37,169,166,46,0.498,0.312,354,567,Tech Science Press,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/28642,15261492,15261506
28704,Modelling and Simulation in Materials Science and Engineering,2.09,62,780,374,71,0.866,0.86,211,567,IOP Publishing Ltd.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/28704,9650393,1361651X
29114,Engineering Optimization,2.43,69,813,335,77,1.059,0.557,175,567,Taylor and Francis Ltd.,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/29114,0305215X,10290273
29161,ISPRS Journal of Photogrammetry and Remote Sensing,8.64,97,4767,552,93,2.862,2.979,14,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/29161,9242716,
29556,Journal of Bioinformatics and Computational Biology,0.98,36,176,180,48,0.438,0.421,362,567,World Scientific Publishing Co. Pte Ltd,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/29556,2197200,
29805,ISA Transactions,4.43,87,3214,725,89,1.845,1.163,73,567,"ISA - Instrumentation, Systems, and Automation Society",Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/29805,190578,
30232,Economic Computation and Economic Cybernetics Studies and Research,1.03,37,207,201,38,0.585,0.293,353,567,Editura Academia de studii economice,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/30232,0424267X,
30441,Computers and Electronics in Agriculture,4.36,86,4019,921,88,1.833,0.95,76,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/30441,1681699,
3100147401,Ecological Informatics,2.55,70,760,298,77,0.982,0.79,165,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/3100147401,15749541,
3200147702,Electronic Government,0.64,22,35,55,36,0.242,0.17,437,567,Inderscience Enterprises Ltd.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/3200147702,17407494,17407508
3200147819,Pervasive and Mobile Computing,3.69,81,1486,403,80,1.555,0.461,103,567,Elsevier,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/3200147819,15741192,
36450,Design Studies,3.74,82,434,116,84,2.512,0.963,101,567,Elsevier Ltd,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/36450,0142694X,
4100151705,Informatics in Education,1.79,55,86,48,69,1.139,0.282,250,567,Institute of Mathematics and Informatics,Journal,YES,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/4100151705,16485831,23358971
4400151506,Eurasip Journal on Bioinformatics and Systems Biology,1.74,54,73,42,60,1.031,0.493,258,567,Springer Open,Journal,YES,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/4400151506,16874145,16874153
4700152301,Journal of Field Robotics,5.7,92,1048,184,86,2.787,1.437,44,567,John Wiley and Sons Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/4700152301,15564959,15564967
4700152490,International journal of computer assisted radiology and surgery,2.34,67,1427,610,70,1.128,0.625,184,567,Springer Verlag,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/4700152490,18616410,18616429
4700152622,TechTrends,1.2,42,341,283,41,1.099,0.448,327,567,Springer New York,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/4700152622,87563894,
4700152722,Technical Services Quarterly,0.11,2,23,212,9,0.328,0.239,554,567,Routledge,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/4700152722,7317131,
4700152809,Data Science Journal,1.25,43,116,93,46,0.63,0.22,321,567,Committee on Data for Science and Technology,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/4700152809,16831470,
4700152823,Computers in Entertainment,0.92,34,33,36,44,1.477,0.226,372,567,Association for Computing Machinery (ACM),Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/4700152823,15443574,
5000153603,NII Technical Reports,0.14,3,2,14,14,0.062,0.117,550,567,National Institute of Informatics,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/5000153603,13465597,
5000154502,International Journal of Medical Robotics and Computer Assisted Surgery,1.94,58,495,255,69,0.925,0.524,236,567,John Wiley and Sons Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5000154502,14785951,1478596X
5000157801,Mathematical Structures in Computer Science,0.95,35,160,168,48,1.052,0.371,364,567,Cambridge University Press,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/5000157801,9601295,14698072
5100155074,Journal of Chemical Theory and Computation,5.7,92,9686,1699,91,1.562,2.236,44,567,American Chemical Society,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/5100155074,15499618,15499626
5100155079,IET Control Theory and Applications,4.21,85,4080,970,84,1.3,1.363,82,567,Institution of Engineering and Technology,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/5100155079,17518644,
5100155103,Journal of Informetrics,3.48,80,1023,294,77,1.815,1.952,110,567,Elsevier BV,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/5100155103,17511577,
51658,NTT Technical Review,0.2,4,76,382,14,0.58,0.192,541,567,Nippon Telegraph and Telephone Corp.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/51658,13483447,
5200152703,International Journal of Automation and Computing,2.34,67,459,196,73,1.112,0.454,184,567,Chinese Academy of Sciences,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5200152703,14768186,
5200152822,Advances in Data Analysis and Classification,1.78,55,162,91,63,1.222,1.02,252,567,Springer Verlag,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5200152822,18625347,18625355
5300152202,IET Communications,2.01,60,1853,921,65,0.765,0.352,221,567,Institution of Engineering and Technology,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5300152202,17518628,17518636
5300152722,Smart Structures and Systems,3.0,76,1198,400,71,0.969,0.685,136,567,Techno Press,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/5300152722,17381584,17381991
54666,International Journal of Networking and Virtual Organisations,0.37,11,25,68,25,0.227,0.142,503,567,Inderscience Enterprises Ltd.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/54666,14709503,17415225
5700153460,Publishing Research Quarterly,0.61,20,71,117,32,0.613,0.421,449,567,Springer US,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/5700153460,10538801,19364792
57810,Journal of Cultural Heritage,2.34,67,951,407,71,1.654,0.61,184,567,Elsevier Masson,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/57810,12962074,
57844,Journal of Molecular Modeling,1.33,46,1312,986,60,0.501,0.37,304,567,Springer Verlag,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/57844,16102940,9485023
5800179620,"Technology, Pedagogy and Education",2.09,62,232,111,69,1.443,0.947,211,567,Routledge,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5800179620,17475139,1475939X
5800207506,"International Journal of Modelling, Identification and Control",2.09,62,430,206,72,0.914,0.291,211,567,Inderscience Enterprises Ltd,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5800207506,17466172,17466180
5800207673,ReCALL,2.34,67,117,50,72,1.573,1.131,184,567,Cambridge University Press,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/5800207673,9583440,
5800213394,Information and Communications Technology Law,0.6,20,28,47,34,0.622,0.206,451,567,Routledge,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/5800213394,13600834,
58655,Journal of Systems Engineering and Electronics,1.17,41,425,363,58,0.536,0.247,332,567,Kexue Chubaneshe/Science Press,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/58655,16711793,
6000152729,Leonardo,0.17,3,55,331,12,0.383,0.192,547,567,MIT Press Journals,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6000152729,0024094X,
6000152745,Leonardo Music Journal,0.09,2,8,90,8,0.317,0.126,555,567,MIT Press Journals,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6000152745,9611215,
6000153223,Technoetic Arts: a journal of speculative research,0.06,1,6,95,5,0.046,0.1,559,567,Intellect Ltd.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6000153223,1477965X,
6100152807,International Journal of Value Chain Management,0.43,13,13,30,27,0.202,0.142,491,567,Inderscience Enterprises Ltd.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6100152807,17415357,17415365
6200180184,Dianji yu Kongzhi Xuebao/Electric Machines and Control,0.55,18,311,570,35,0.531,0.232,463,567,"Harbin University of Science and Technology, Editorial department of Electric Machines and Control",Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6200180184,1007449X,
6300153121,Journal of Theoretical and Applied Electronic Commerce Research,1.45,48,80,55,64,1.02,0.349,293,567,Universidad de Talca,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/6300153121,7181876,
6400153135,Source Code for Biology and Medicine,1.11,39,41,37,38,0.336,0.528,342,567,BioMed Central Ltd.,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/6400153135,17510473,
6400153138,Modelling and Simulation in Engineering,1.01,37,94,93,47,0.612,0.181,357,567,Hindawi Publishing Corporation,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/6400153138,16875591,16875605
6400153154,Journal of Control Science and Engineering,0.77,28,160,209,43,0.328,0.212,403,567,Hindawi Publishing Corporation,Journal,YES,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/6400153154,16875249,16875257
6400153175,International Journal of Services Operations and Informatics,0.29,8,5,17,18,0.2,0.124,521,567,Inderscience Enterprises Ltd.,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/6400153175,1741539X,17415403
6700153291,BMC Systems Biology,2.12,63,866,409,75,0.638,0.972,206,567,BioMed Central Ltd.,Journal,YES,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/6700153291,17520509,
7000153205,Journal of Environmental Informatics,3.97,83,286,72,82,1.111,2.1,93,567,International Society for Environmental Information Sciences,Journal,NO,1706,Computer Science Applications,Quartile1,,https://www.scopus.com/sourceid/7000153205,17262135,16848799
7100153120,Pollack Periodica,0.78,29,104,134,49,0.861,0.219,400,567,Akademiai Kiado,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/7100153120,17881994,
7900153143,International Journal of Simulation and Process Modelling,1.26,44,151,120,58,0.762,0.215,315,567,Inderscience Enterprises Ltd.,Journal,NO,1706,Computer Science Applications,Quartile3,,https://www.scopus.com/sourceid/7900153143,17402123,17402131
8300153137,"International Journal of Metadata, Semantics and Ontologies",0.41,12,26,64,30,0.399,0.146,498,567,Inderscience Enterprises Ltd,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/8300153137,17442621,1744263X
88345,Journal of Global Optimization,1.91,57,696,365,64,1.382,0.871,240,567,Springer Netherlands,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/88345,9255001,15732916
88934,Journal of Cases on Information Technology,0.63,22,34,54,33,0.469,0.14,440,567,IGI Publishing,Journal,NO,1706,Computer Science Applications,Quartile4,,https://www.scopus.com/sourceid/88934,15487717,15487725
9000153101,Foundations and Trends in Human-Computer Interaction,6.44,94,58,9,100,2.837,0.41,29,567,Now Publishers Inc,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/9000153101,15513955,15513963
9000153105,Nonlinear Analysis: Hybrid Systems,5.94,93,1027,173,88,2.031,2.019,38,567,Elsevier BV,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/9000153105,1751570X,
95101,IEEE Transactions on Robotics,9.53,98,3432,360,90,3.961,1.987,9,567,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1706,Computer Science Applications,Quartile1,Top 10%,https://www.scopus.com/sourceid/95101,15523098,
9700153238,International Transactions in Operational Research,2.51,70,490,195,68,1.438,0.827,169,567,Blackwell Publishing,Journal,NO,1706,Computer Science Applications,Quartile2,,https://www.scopus.com/sourceid/9700153238,9696016,
11300153726,Intelligent Data Analysis,0.89,31,230,258,43,0.487,0.251,52,76,IOS Press,Journal,NO,1707,Computer Vision and Pattern Recognition,Quartile3,,https://www.scopus.com/sourceid/11300153726,1088467X,
11700154323,Image Analysis and Stereology,1.52,49,88,58,69,0.787,0.203,39,76,International Society for Stereology,Journal,YES,1707,Computer Vision and Pattern Recognition,Quartile3,,https://www.scopus.com/sourceid/11700154323,15803139,
12320,"Journal of the Optical Society of America A: Optics and Image Science, and Vision",1.98,58,1769,892,65,1.19,0.686,32,76,The Optical Society,Journal,NO,1707,Computer Vision and Pattern Recognition,Quartile2,,https://www.scopus.com/sourceid/12320,10847529,15208532
12961,Journal of Computer and Systems Sciences International,0.66,23,157,237,41,1.159,0.3,59,76,Pleiades Publishing,Journal,NO,1707,Computer Vision and Pattern Recognition,Quartile4,,https://www.scopus.com/sourceid/12961,10642307,
12984,Machine Vision and Applications,2.22,61,491,221,65,1.018,0.375,30,76,Springer Verlag,Journal,NO,1707,Computer Vision and Pattern Recognition,Quartile2,,https://www.scopus.com/sourceid/12984,9328092,14321769
130138,International Journal on Document Analysis and Recognition,2.9,73,174,60,80,1.212,0.419,21,76,Springer Verlag,Journal,NO,1707,Computer Vision and Pattern Recognition,Quartile2,,https://www.scopus.com/sourceid/130138,14332833,
