Scopus Source ID,Subject Area,Index,Publisher,Percentile,Frequency,Open Access,Review Time
24357,Artificial Intelligence,Scopus,Taylor and Francis,63,Bi-annually,NO,6 weeks
24358,Artificial Intelligence,Scopus,Springer,60,Quarterly,NO,10 weeks
24360,Artificial Intelligence,Scopus,Springer,71,Bi-annually,NO,6 weeks
24361,Artificial Intelligence,Scopus,Springer,55,Annually,NO,4 weeks
24363,Artificial Intelligence,Scopus,Springer,82,Quarterly,NO,10 weeks
24449,Artificial Intelligence,Scopus,Others,21,Monthly,YES,18 weeks
24772,Artificial Intelligence,Scopus,Elsevier,94,Annually,NO,4 weeks
24774,Artificial Intelligence,Scopus,Others,52,Quarterly,NO,10 weeks
24775,Artificial Intelligence,Scopus,Springer,70,Annually,NO,4 weeks
24777,Artificial Intelligence,Scopus,Springer,35,Bi-annually,NO,6 weeks
24800,Artificial Intelligence,Scopus,Springer,82,Bi-monthly,NO,12 weeks
24802,Artificial Intelligence,Scopus,Others,30,Monthly,NO,18 weeks
24804,Artificial Intelligence,Scopus,Elsevier,97,Bi-annually,NO,6 weeks
24806,Artificial Intelligence,Scopus,Springer,72,Monthly,NO,18 weeks
24807,Artificial Intelligence,Scopus,Elsevier,89,Annually,NO,4 weeks
24822,Artificial Intelligence,Scopus,Springer,55,Bi-monthly,NO,12 weeks
24823,Artificial Intelligence,Scopus,Elsevier,95,Annually,NO,4 weeks
24825,Artificial Intelligence,Scopus,Elsevier,79,Annually,NO,4 weeks
24847,Artificial Intelligence,Scopus,Others,6,Quarterly,NO,10 weeks
25476,Artificial Intelligence,Scopus,Taylor and Francis,25,Bi-annually,NO,6 weeks
25482,Artificial Intelligence,Scopus,Others,29,Annually,NO,4 weeks
25507,Artificial Intelligence,Scopus,Others,13,Quarterly,YES,10 weeks
25621,Artificial Intelligence,Scopus,Others,67,Annually,NO,4 weeks
26138,Artificial Intelligence,Scopus,Elsevier,52,Annually,NO,4 weeks
26529,Artificial Intelligence,Scopus,Elsevier,76,Quarterly,NO,10 weeks
26801,Artificial Intelligence,Scopus,Others,75,Monthly,YES,18 weeks
26803,Artificial Intelligence,Scopus,Elsevier,56,Bi-monthly,NO,12 weeks
27190,Artificial Intelligence,Scopus,Springer,22,Bi-annually,NO,6 weeks
28380,Artificial Intelligence,Scopus,Others,52,Bi-monthly,NO,12 weeks
28424,Artificial Intelligence,Scopus,Others,59,Monthly,NO,18 weeks
36450,Artificial Intelligence,Scopus,Elsevier,79,Bi-annually,NO,6 weeks
4000148905,Artificial Intelligence,Scopus,IEEE,83,Bi-annually,NO,6 weeks
4700152208,Artificial Intelligence,Scopus,Others,42,Annually,NO,4 weeks
4700152645,Artificial Intelligence,Scopus,Others,31,Quarterly,NO,10 weeks
5800207596,Artificial Intelligence,Scopus,Others,0,Quarterly,YES,10 weeks
6700153285,Artificial Intelligence,Scopus,Inderscience,27,Annually,NO,4 weeks
72242,Artificial Intelligence,Scopus,Springer,98,Annually,NO,4 weeks
79015,Artificial Intelligence,Scopus,Others,26,Bi-monthly,NO,12 weeks
87936,Artificial Intelligence,Scopus,Others,13,Bi-annually,NO,6 weeks
9500154152,Artificial Intelligence,Scopus,Springer,53,Annually,NO,4 weeks
10900153313,Computational Theory and Mathematics,Scopus,Others,25,Quarterly,NO,10 weeks
11800154542,Computational Theory and Mathematics,Scopus,Others,58,Annually,YES,4 weeks
12000154489,Computational Theory and Mathematics,Scopus,Others,33,Annually,NO,4 weeks
12358,Computational Theory and Mathematics,Scopus,Springer,87,Monthly,NO,18 weeks
12370,Computational Theory and Mathematics,Scopus,Others,71,Bi-monthly,NO,12 weeks
12492,Computational Theory and Mathematics,Scopus,Others,26,Bi-monthly,NO,12 weeks
13845,Computational Theory and Mathematics,Scopus,Springer,64,Bi-monthly,NO,12 weeks
144891,Computational Theory and Mathematics,Scopus,Taylor and Francis,12,Bi-annually,NO,6 weeks
14500154733,Computational Theory and Mathematics,Scopus,Springer,69,Monthly,NO,18 weeks
145295,Computational Theory and Mathematics,Scopus,Springer,77,Bi-monthly,NO,12 weeks
17300154988,Computational Theory and Mathematics,Scopus,Others,73,Monthly,YES,18 weeks
17362,Computational Theory and Mathematics,Scopus,IEEE,95,Bi-annually,NO,6 weeks
17945,Computational Theory and Mathematics,Scopus,Others,94,Bi-annually,NO,6 weeks
17974,Computational Theory and Mathematics,Scopus,Others,15,Bi-annually,NO,6 weeks
18144,Computational Theory and Mathematics,Scopus,Others,96,Quarterly,NO,10 weeks
18184,Computational Theory and Mathematics,Scopus,Others,60,Monthly,NO,18 weeks
18197,Computational Theory and Mathematics,Scopus,Others,92,Monthly,NO,18 weeks
18700156724,Computational Theory and Mathematics,Scopus,Inderscience,40,Quarterly,NO,10 weeks
19124,Computational Theory and Mathematics,Scopus,Springer,32,Bi-monthly,NO,12 weeks
19600156811,Computational Theory and Mathematics,Scopus,Springer,89,Monthly,NO,18 weeks
19600156814,Computational Theory and Mathematics,Scopus,Springer,52,Monthly,NO,18 weeks
19700166602,Computational Theory and Mathematics,Scopus,ACM,35,Bi-monthly,NO,12 weeks
19700174683,Computational Theory and Mathematics,Scopus,Others,80,Annually,NO,4 weeks
19700177406,Computational Theory and Mathematics,Scopus,Springer,53,Annually,NO,4 weeks
19714,Computational Theory and Mathematics,Scopus,Taylor and Francis,76,Monthly,NO,18 weeks
19900192440,Computational Theory and Mathematics,Scopus,Others,30,Monthly,NO,18 weeks
20573,Computational Theory and Mathematics,Scopus,Springer,35,Bi-annually,NO,6 weeks
21100197928,Computational Theory and Mathematics,Scopus,Others,17,Bi-annually,NO,6 weeks
21100198457,Computational Theory and Mathematics,Scopus,ACM,4,Bi-monthly,NO,12 weeks
21100198552,Computational Theory and Mathematics,Scopus,Inderscience,6,Bi-monthly,NO,12 weeks
21100199308,Computational Theory and Mathematics,Scopus,Others,10,Bi-annually,NO,6 weeks
21100199333,Computational Theory and Mathematics,Scopus,Others,27,Bi-annually,NO,6 weeks
21100199795,Computational Theory and Mathematics,Scopus,Others,57,Annually,YES,4 weeks
21100205111,Computational Theory and Mathematics,Scopus,Springer,22,Annually,NO,4 weeks
21100206263,Computational Theory and Mathematics,Scopus,Others,38,Bi-annually,NO,6 weeks
21100211117,Computational Theory and Mathematics,Scopus,Others,65,Bi-annually,NO,6 weeks
21100268400,Computational Theory and Mathematics,Scopus,Others,5,Annually,NO,4 weeks
21100286449,Computational Theory and Mathematics,Scopus,Others,0,Bi-annually,NO,6 weeks
21100369411,Computational Theory and Mathematics,Scopus,Others,22,Bi-annually,NO,6 weeks
21100403130,Computational Theory and Mathematics,Scopus,Elsevier,49,Bi-annually,NO,6 weeks
21100405702,Computational Theory and Mathematics,Scopus,Springer,68,Monthly,NO,18 weeks
21100790723,Computational Theory and Mathematics,Scopus,Others,16,Bi-annually,NO,6 weeks
21100793172,Computational Theory and Mathematics,Scopus,Others,18,Quarterly,NO,10 weeks
21100793184,Computational Theory and Mathematics,Scopus,Others,7,Bi-monthly,YES,12 weeks
21100818505,Computational Theory and Mathematics,Scopus,Others,73,Monthly,YES,18 weeks
21100824863,Computational Theory and Mathematics,Scopus,Others,14,Monthly,YES,18 weeks
21100826268,Computational Theory and Mathematics,Scopus,Others,9,Monthly,YES,18 weeks
21100827946,Computational Theory and Mathematics,Scopus,Others,96,Monthly,YES,18 weeks
21100832761,Computational Theory and Mathematics,Scopus,Others,57,Bi-monthly,NO,12 weeks
21100841738,Computational Theory and Mathematics,Scopus,Others,1,Monthly,YES,18 weeks
21100843325,Computational Theory and Mathematics,Scopus,Others,37,Bi-annually,YES,6 weeks
21100855805,Computational Theory and Mathematics,Scopus,Others,3,Bi-annually,YES,6 weeks
21100864387,Computational Theory and Mathematics,Scopus,Others,35,Quarterly,NO,10 weeks
21100881468,Computational Theory and Mathematics,Scopus,ACM,67,Monthly,NO,18 weeks
21100886546,Computational Theory and Mathematics,Scopus,Taylor and Francis,13,Monthly,NO,18 weeks
21100901061,Computational Theory and Mathematics,Scopus,Springer,2,Bi-monthly,NO,12 weeks
23486,Computational Theory and Mathematics,Scopus,Springer,41,Bi-monthly,NO,12 weeks
23490,Computational Theory and Mathematics,Scopus,Springer,78,Quarterly,NO,10 weeks
23614,Computational Theory and Mathematics,Scopus,Springer,80,Quarterly,NO,10 weeks
23844,Computational Theory and Mathematics,Scopus,Others,48,Annually,NO,4 weeks
24162,Computational Theory and Mathematics,Scopus,Others,18,Annually,YES,4 weeks
24175,Computational Theory and Mathematics,Scopus,Springer,62,Bi-monthly,NO,12 weeks
24185,Computational Theory and Mathematics,Scopus,Others,75,Bi-monthly,NO,12 weeks
24242,Computational Theory and Mathematics,Scopus,IEEE,97,Bi-annually,NO,6 weeks
24254,Computational Theory and Mathematics,Scopus,IEEE,99,Bi-monthly,NO,12 weeks
24306,Computational Theory and Mathematics,Scopus,Elsevier,85,Bi-monthly,NO,12 weeks
24354,Computational Theory and Mathematics,Scopus,Springer,79,Bi-monthly,NO,12 weeks
24407,Computational Theory and Mathematics,Scopus,Springer,82,Bi-annually,NO,6 weeks
24501,Computational Theory and Mathematics,Scopus,Springer,86,Monthly,NO,18 weeks
24623,Computational Theory and Mathematics,Scopus,Others,22,Monthly,NO,18 weeks
24756,Computational Theory and Mathematics,Scopus,Others,71,Bi-annually,NO,6 weeks
24907,Computational Theory and Mathematics,Scopus,Springer,67,Bi-annually,NO,6 weeks
25022,Computational Theory and Mathematics,Scopus,IEEE,84,Bi-annually,NO,6 weeks
25033,Computational Theory and Mathematics,Scopus,IEEE,91,Bi-annually,NO,6 weeks
25037,Computational Theory and Mathematics,Scopus,IEEE,98,Monthly,NO,18 weeks
25476,Computational Theory and Mathematics,Scopus,Taylor and Francis,30,Annually,NO,4 weeks
25509,Computational Theory and Mathematics,Scopus,Elsevier,55,Bi-annually,NO,6 weeks
25607,Computational Theory and Mathematics,Scopus,Elsevier,28,Monthly,NO,18 weeks
25744,Computational Theory and Mathematics,Scopus,Springer,11,Quarterly,NO,10 weeks
25878,Computational Theory and Mathematics,Scopus,Elsevier,20,Quarterly,NO,10 weeks
25887,Computational Theory and Mathematics,Scopus,Springer,38,Monthly,NO,18 weeks
26098,Computational Theory and Mathematics,Scopus,IEEE,93,Annually,NO,4 weeks
26132,Computational Theory and Mathematics,Scopus,Springer,65,Bi-annually,NO,6 weeks
26389,Computational Theory and Mathematics,Scopus,Others,20,Bi-monthly,YES,12 weeks
27871,Computational Theory and Mathematics,Scopus,Others,61,Monthly,NO,18 weeks
28070,Computational Theory and Mathematics,Scopus,Others,43,Bi-annually,NO,6 weeks
28077,Computational Theory and Mathematics,Scopus,Others,44,Quarterly,NO,10 weeks
28347,Computational Theory and Mathematics,Scopus,Others,46,Quarterly,YES,10 weeks
28424,Computational Theory and Mathematics,Scopus,Others,70,Bi-monthly,NO,12 weeks
28454,Computational Theory and Mathematics,Scopus,Others,31,Bi-annually,NO,6 weeks
28455,Computational Theory and Mathematics,Scopus,Others,56,Bi-monthly,NO,12 weeks
28456,Computational Theory and Mathematics,Scopus,Elsevier,33,Monthly,NO,18 weeks
28457,Computational Theory and Mathematics,Scopus,Springer,88,Quarterly,NO,10 weeks
28461,Computational Theory and Mathematics,Scopus,Elsevier,60,Bi-monthly,NO,12 weeks
28468,Computational Theory and Mathematics,Scopus,Elsevier,83,Annually,NO,4 weeks
28469,Computational Theory and Mathematics,Scopus,Elsevier,42,Monthly,NO,18 weeks
28470,Computational Theory and Mathematics,Scopus,Springer,88,Monthly,NO,18 weeks
28474,Computational Theory and Mathematics,Scopus,Others,51,Bi-annually,NO,6 weeks
28477,Computational Theory and Mathematics,Scopus,Others,8,Monthly,NO,18 weeks
28494,Computational Theory and Mathematics,Scopus,Taylor and Francis,50,Quarterly,NO,10 weeks
28499,Computational Theory and Mathematics,Scopus,Springer,42,Annually,NO,4 weeks
29581,Computational Theory and Mathematics,Scopus,Others,50,Bi-monthly,NO,12 weeks
29676,Computational Theory and Mathematics,Scopus,Others,63,Annually,NO,4 weeks
3100147401,Computational Theory and Mathematics,Scopus,Elsevier,81,Bi-annually,NO,6 weeks
4000151810,Computational Theory and Mathematics,Scopus,Others,90,Bi-annually,YES,6 weeks
40107,Computational Theory and Mathematics,Scopus,Others,45,Bi-annually,NO,6 weeks
5700165206,Computational Theory and Mathematics,Scopus,Others,24,Bi-monthly,NO,12 weeks
57844,Computational Theory and Mathematics,Scopus,Springer,53,Bi-annually,NO,6 weeks
5800179604,Computational Theory and Mathematics,Scopus,Others,74,Monthly,YES,18 weeks
6100152804,Computational Theory and Mathematics,Scopus,Inderscience,47,Bi-annually,NO,6 weeks
11600153445,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,5,Monthly,NO,18 weeks
14452,Computer Graphics and Computer-Aided Design,Scopus,Others,50,Bi-monthly,NO,12 weeks
144702,Computer Graphics and Computer-Aided Design,Scopus,Springer,86,Quarterly,NO,10 weeks
144891,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,16,Monthly,NO,18 weeks
144972,Computer Graphics and Computer-Aided Design,Scopus,Others,27,Monthly,NO,18 weeks
145508,Computer Graphics and Computer-Aided Design,Scopus,Others,37,Monthly,NO,18 weeks
147203,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,20,Bi-annually,NO,6 weeks
15484,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,27,Bi-monthly,NO,12 weeks
17271,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,97,Bi-annually,NO,6 weeks
17600155397,Computer Graphics and Computer-Aided Design,Scopus,Others,73,Bi-monthly,YES,12 weeks
18144,Computer Graphics and Computer-Aided Design,Scopus,Others,93,Bi-annually,NO,6 weeks
18145,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,87,Bi-monthly,NO,12 weeks
18189,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,77,Monthly,NO,18 weeks
18201,Computer Graphics and Computer-Aided Design,Scopus,Others,52,Annually,NO,4 weeks
18661,Computer Graphics and Computer-Aided Design,Scopus,Springer,89,Bi-annually,NO,6 weeks
18662,Computer Graphics and Computer-Aided Design,Scopus,ACM,39,Annually,NO,4 weeks
19270,Computer Graphics and Computer-Aided Design,Scopus,Others,30,Bi-monthly,NO,12 weeks
19400157014,Computer Graphics and Computer-Aided Design,Scopus,ACM,59,Bi-monthly,NO,12 weeks
19400157203,Computer Graphics and Computer-Aided Design,Scopus,Others,14,Bi-monthly,YES,12 weeks
19600157322,Computer Graphics and Computer-Aided Design,Scopus,Others,90,Bi-monthly,YES,12 weeks
19700177033,Computer Graphics and Computer-Aided Design,Scopus,Others,6,Bi-annually,YES,6 weeks
19700177406,Computer Graphics and Computer-Aided Design,Scopus,Springer,45,Quarterly,NO,10 weeks
19700186865,Computer Graphics and Computer-Aided Design,Scopus,Others,62,Bi-annually,YES,6 weeks
19700201037,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,80,Bi-annually,NO,6 weeks
19900192316,Computer Graphics and Computer-Aided Design,Scopus,Others,14,Annually,NO,4 weeks
20952,Computer Graphics and Computer-Aided Design,Scopus,Others,67,Annually,NO,4 weeks
20979,Computer Graphics and Computer-Aided Design,Scopus,Others,83,Quarterly,NO,10 weeks
21100200639,Computer Graphics and Computer-Aided Design,Scopus,Others,19,Quarterly,NO,10 weeks
21100432483,Computer Graphics and Computer-Aided Design,Scopus,Others,36,Quarterly,NO,10 weeks
21100820602,Computer Graphics and Computer-Aided Design,Scopus,Others,82,Quarterly,YES,10 weeks
21100823281,Computer Graphics and Computer-Aided Design,Scopus,Others,23,Bi-monthly,NO,12 weeks
21100826268,Computer Graphics and Computer-Aided Design,Scopus,Others,10,Monthly,YES,18 weeks
21100843319,Computer Graphics and Computer-Aided Design,Scopus,Others,7,Bi-monthly,NO,12 weeks
21100856541,Computer Graphics and Computer-Aided Design,Scopus,Springer,75,Bi-annually,YES,6 weeks
21100869486,Computer Graphics and Computer-Aided Design,Scopus,Others,57,Monthly,YES,18 weeks
21100889855,Computer Graphics and Computer-Aided Design,Scopus,Others,29,Monthly,NO,18 weeks
21100900151,Computer Graphics and Computer-Aided Design,Scopus,Others,49,Bi-annually,NO,6 weeks
23607,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,85,Bi-annually,NO,6 weeks
24621,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,65,Bi-annually,NO,6 weeks
24972,Computer Graphics and Computer-Aided Design,Scopus,ACM,95,Bi-annually,NO,6 weeks
24998,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,53,Bi-annually,NO,6 weeks
25023,Computer Graphics and Computer-Aided Design,Scopus,Others,76,Annually,NO,4 weeks
25028,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,60,Annually,NO,4 weeks
25515,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,43,Annually,NO,4 weeks
25518,Computer Graphics and Computer-Aided Design,Scopus,IEEE,62,Quarterly,NO,10 weeks
25534,Computer Graphics and Computer-Aided Design,Scopus,IEEE,99,Bi-monthly,NO,12 weeks
25535,Computer Graphics and Computer-Aided Design,Scopus,IEEE,92,Bi-monthly,NO,12 weeks
25566,Computer Graphics and Computer-Aided Design,Scopus,Others,69,Bi-annually,NO,6 weeks
25574,Computer Graphics and Computer-Aided Design,Scopus,Others,17,Monthly,NO,18 weeks
26076,Computer Graphics and Computer-Aided Design,Scopus,Others,12,Annually,NO,4 weeks
26131,Computer Graphics and Computer-Aided Design,Scopus,Others,40,Bi-monthly,NO,12 weeks
26138,Computer Graphics and Computer-Aided Design,Scopus,Elsevier,55,Quarterly,NO,10 weeks
26146,Computer Graphics and Computer-Aided Design,Scopus,Springer,56,Bi-annually,NO,6 weeks
26324,Computer Graphics and Computer-Aided Design,Scopus,Others,42,Monthly,NO,18 weeks
27724,Computer Graphics and Computer-Aided Design,Scopus,IEEE,79,Monthly,NO,18 weeks
4700151607,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,33,Monthly,NO,18 weeks
4700152485,Computer Graphics and Computer-Aided Design,Scopus,Others,35,Annually,NO,4 weeks
4700152490,Computer Graphics and Computer-Aided Design,Scopus,Springer,72,Annually,NO,4 weeks
4700152807,Computer Graphics and Computer-Aided Design,Scopus,Others,47,Bi-monthly,NO,12 weeks
4900152809,Computer Graphics and Computer-Aided Design,Scopus,Others,2,Bi-monthly,NO,12 weeks
5400152714,Computer Graphics and Computer-Aided Design,Scopus,Others,47,Annually,NO,4 weeks
5800173379,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,96,Monthly,NO,18 weeks
5800208235,Computer Graphics and Computer-Aided Design,Scopus,Taylor and Francis,70,Monthly,NO,18 weeks
5900152897,Computer Graphics and Computer-Aided Design,Scopus,Inderscience,22,Annually,NO,4 weeks
62723,Computer Graphics and Computer-Aided Design,Scopus,Others,25,Monthly,YES,18 weeks
100147332,Computer Networks and Communications,Scopus,Taylor and Francis,21,Monthly,NO,18 weeks
110111,Computer Networks and Communications,Scopus,IEEE,85,Bi-monthly,NO,12 weeks
11300153734,Computer Networks and Communications,Scopus,IEEE,90,Bi-annually,NO,6 weeks
11700154336,Computer Networks and Communications,Scopus,Others,25,Quarterly,YES,10 weeks
11700154352,Computer Networks and Communications,Scopus,Others,0,Bi-annually,NO,6 weeks
11800154542,Computer Networks and Communications,Scopus,Others,51,Bi-annually,YES,6 weeks
12000154321,Computer Networks and Communications,Scopus,Others,64,Bi-annually,NO,6 weeks
12000154348,Computer Networks and Communications,Scopus,Others,30,Quarterly,NO,10 weeks
12100155655,Computer Networks and Communications,Scopus,Taylor and Francis,45,Quarterly,NO,10 weeks
12100156732,Computer Networks and Communications,Scopus,Others,37,Quarterly,NO,10 weeks
12100157101,Computer Networks and Communications,Scopus,Others,6,Monthly,NO,18 weeks
12264,Computer Networks and Communications,Scopus,Elsevier,94,Annually,NO,4 weeks
12321,Computer Networks and Communications,Scopus,Others,93,Monthly,NO,18 weeks
12370,Computer Networks and Communications,Scopus,Others,66,Monthly,NO,18 weeks
12373,Computer Networks and Communications,Scopus,Taylor and Francis,72,Annually,NO,4 weeks
12443,Computer Networks and Communications,Scopus,Springer,67,Bi-annually,NO,6 weeks
12600154734,Computer Networks and Communications,Scopus,Inderscience,20,Quarterly,NO,10 weeks
12961,Computer Networks and Communications,Scopus,Others,22,Quarterly,NO,10 weeks
130090,Computer Networks and Communications,Scopus,Others,12,Monthly,NO,18 weeks
13427,Computer Networks and Communications,Scopus,Others,55,Bi-annually,YES,6 weeks
13579,Computer Networks and Communications,Scopus,Springer,86,Bi-annually,NO,6 weeks
13681,Computer Networks and Communications,Scopus,Elsevier,82,Monthly,NO,18 weeks
13683,Computer Networks and Communications,Scopus,ACM,88,Bi-monthly,NO,12 weeks
13799,Computer Networks and Communications,Scopus,Others,13,Quarterly,NO,10 weeks
14300154706,Computer Networks and Communications,Scopus,Springer,76,Bi-monthly,NO,12 weeks
14411,Computer Networks and Communications,Scopus,Inderscience,13,Annually,NO,4 weeks
144945,Computer Networks and Communications,Scopus,Others,77,Bi-monthly,NO,12 weeks
145056,Computer Networks and Communications,Scopus,Others,35,Monthly,NO,18 weeks
145326,Computer Networks and Communications,Scopus,Springer,67,Bi-monthly,NO,12 weeks
14879,Computer Networks and Communications,Scopus,Elsevier,88,Quarterly,NO,10 weeks
14965,Computer Networks and Communications,Scopus,Springer,68,Annually,NO,4 weeks
15012,Computer Networks and Communications,Scopus,Springer,58,Bi-monthly,NO,12 weeks
15057,Computer Networks and Communications,Scopus,Elsevier,88,Annually,NO,4 weeks
15552,Computer Networks and Communications,Scopus,Elsevier,48,Quarterly,NO,10 weeks
15572,Computer Networks and Communications,Scopus,Springer,85,Annually,NO,4 weeks
15574,Computer Networks and Communications,Scopus,Others,95,Bi-monthly,NO,12 weeks
15583,Computer Networks and Communications,Scopus,Springer,35,Quarterly,NO,10 weeks
15631,Computer Networks and Communications,Scopus,Elsevier,96,Monthly,NO,18 weeks
15657,Computer Networks and Communications,Scopus,Inderscience,6,Monthly,NO,18 weeks
15773,Computer Networks and Communications,Scopus,ACM,80,Quarterly,NO,10 weeks
16800154719,Computer Networks and Communications,Scopus,Inderscience,23,Annually,NO,4 weeks
16875,Computer Networks and Communications,Scopus,IEEE,78,Bi-annually,NO,6 weeks
16947,Computer Networks and Communications,Scopus,Others,32,Bi-monthly,NO,12 weeks
16965,Computer Networks and Communications,Scopus,Elsevier,97,Bi-monthly,NO,12 weeks
17249,Computer Networks and Communications,Scopus,IEEE,99,Bi-monthly,NO,12 weeks
17543,Computer Networks and Communications,Scopus,Others,49,Monthly,YES,18 weeks
17569,Computer Networks and Communications,Scopus,Springer,72,Bi-annually,NO,6 weeks
17604,Computer Networks and Communications,Scopus,Others,39,Bi-monthly,NO,12 weeks
17700155805,Computer Networks and Communications,Scopus,Others,32,Monthly,NO,18 weeks
17700156776,Computer Networks and Communications,Scopus,Inderscience,10,Annually,NO,4 weeks
17751,Computer Networks and Communications,Scopus,Others,6,Monthly,NO,18 weeks
17900156735,Computer Networks and Communications,Scopus,IEEE,81,Annually,NO,4 weeks
17964,Computer Networks and Communications,Scopus,Others,56,Quarterly,NO,10 weeks
18000156707,Computer Networks and Communications,Scopus,Others,59,Annually,YES,4 weeks
18202,Computer Networks and Communications,Scopus,Springer,63,Annually,YES,4 weeks
18232,Computer Networks and Communications,Scopus,Others,95,Bi-monthly,NO,12 weeks
18300156728,Computer Networks and Communications,Scopus,IEEE,94,Annually,NO,4 weeks
18400156714,Computer Networks and Communications,Scopus,Others,54,Quarterly,NO,10 weeks
18800156711,Computer Networks and Communications,Scopus,Others,35,Bi-monthly,NO,12 weeks
18902,Computer Networks and Communications,Scopus,IEEE,98,Monthly,NO,18 weeks
18936,Computer Networks and Communications,Scopus,Others,39,Bi-annually,NO,6 weeks
19266,Computer Networks and Communications,Scopus,Inderscience,49,Annually,NO,4 weeks
19270,Computer Networks and Communications,Scopus,Others,29,Monthly,NO,18 weeks
19300157106,Computer Networks and Communications,Scopus,Inderscience,4,Annually,NO,4 weeks
19400156805,Computer Networks and Communications,Scopus,Inderscience,16,Monthly,NO,18 weeks
19421,Computer Networks and Communications,Scopus,Others,31,Monthly,NO,18 weeks
19513,Computer Networks and Communications,Scopus,Others,59,Monthly,NO,18 weeks
19515,Computer Networks and Communications,Scopus,Springer,48,Monthly,NO,18 weeks
19600156814,Computer Networks and Communications,Scopus,Springer,44,Bi-monthly,NO,12 weeks
19600166316,Computer Networks and Communications,Scopus,Springer,79,Bi-annually,YES,6 weeks
19700174653,Computer Networks and Communications,Scopus,Others,53,Bi-monthly,YES,12 weeks
19700174753,Computer Networks and Communications,Scopus,Elsevier,72,Quarterly,NO,10 weeks
19700174917,Computer Networks and Communications,Scopus,Others,77,Bi-monthly,YES,12 weeks
19700177325,Computer Networks and Communications,Scopus,Others,68,Bi-annually,NO,6 weeks
19700186821,Computer Networks and Communications,Scopus,Inderscience,31,Bi-monthly,NO,12 weeks
19700186844,Computer Networks and Communications,Scopus,Others,13,Bi-annually,NO,6 weeks
19700186848,Computer Networks and Communications,Scopus,Others,43,Annually,NO,4 weeks
19700188800,Computer Networks and Communications,Scopus,Others,7,Quarterly,NO,10 weeks
19700201695,Computer Networks and Communications,Scopus,Others,80,Bi-monthly,YES,12 weeks
19900188004,Computer Networks and Communications,Scopus,Others,8,Quarterly,YES,10 weeks
19900192159,Computer Networks and Communications,Scopus,Inderscience,43,Bi-monthly,NO,12 weeks
19900195075,Computer Networks and Communications,Scopus,Others,48,Quarterly,YES,10 weeks
20000195009,Computer Networks and Communications,Scopus,Others,29,Quarterly,YES,10 weeks
200147134,Computer Networks and Communications,Scopus,Others,55,Quarterly,YES,10 weeks
20300195016,Computer Networks and Communications,Scopus,Others,5,Quarterly,NO,10 weeks
20896,Computer Networks and Communications,Scopus,Elsevier,89,Annually,NO,4 weeks
21100198205,Computer Networks and Communications,Scopus,Inderscience,30,Annually,NO,4 weeks
21100198552,Computer Networks and Communications,Scopus,Inderscience,9,Bi-annually,NO,6 weeks
21100199333,Computer Networks and Communications,Scopus,Others,29,Quarterly,NO,10 weeks
21100200660,Computer Networks and Communications,Scopus,Others,36,Bi-annually,NO,6 weeks
21100203114,Computer Networks and Communications,Scopus,Others,50,Monthly,YES,18 weeks
21100217227,Computer Networks and Communications,Scopus,Springer,31,Bi-monthly,NO,12 weeks
21100220476,Computer Networks and Communications,Scopus,Inderscience,2,Monthly,NO,18 weeks
21100223333,Computer Networks and Communications,Scopus,Others,39,Bi-monthly,NO,12 weeks
21100229111,Computer Networks and Communications,Scopus,Others,19,Bi-monthly,NO,12 weeks
21100235616,Computer Networks and Communications,Scopus,IEEE,99,Bi-annually,NO,6 weeks
21100237436,Computer Networks and Communications,Scopus,Others,26,Quarterly,NO,10 weeks
21100241782,Computer Networks and Communications,Scopus,Others,2,Monthly,NO,18 weeks
21100242240,Computer Networks and Communications,Scopus,Inderscience,25,Quarterly,NO,10 weeks
21100242617,Computer Networks and Communications,Scopus,Others,20,Annually,NO,4 weeks
21100242828,Computer Networks and Communications,Scopus,Others,1,Bi-monthly,YES,12 weeks
21100262490,Computer Networks and Communications,Scopus,Others,74,Annually,NO,4 weeks
21100266502,Computer Networks and Communications,Scopus,Springer,63,Monthly,NO,18 weeks
21100269620,Computer Networks and Communications,Scopus,Others,92,Bi-monthly,NO,12 weeks
21100285028,Computer Networks and Communications,Scopus,IEEE,87,Quarterly,NO,10 weeks
21100285411,Computer Networks and Communications,Scopus,Others,0,Bi-monthly,NO,12 weeks
21100307484,Computer Networks and Communications,Scopus,Others,82,Bi-monthly,NO,12 weeks
21100316001,Computer Networks and Communications,Scopus,Others,62,Quarterly,YES,10 weeks
